ticker,series,strategy,yes_ask,entry_price,pnl
KXBTC-26AUG0304-B62650,KXBTC,lotto_yes,0.19,0.19,-0.200773
KXBTC-26AUG0304-B62350,KXBTC,fade_no,0.08,0.96,0.03731200000000003
KXBTC-26AUG0304-B62350,KXBTC,lotto_yes,0.08,0.08,-0.085152
KXBTC-26AUG0303-B63050,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0303-B63050,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0303-B62950,KXBTC,fade_no,0.1,0.94,0.056052000000000046
KXBTC-26AUG0303-B62950,KXBTC,lotto_yes,0.1,0.1,-0.1063
KXBTC-26AUG0303-B62850,KXBTC,fade_no,0.03,0.98,0.018628000000000016
KXBTC-26AUG0303-B62850,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0303-B62750,KXBTC,fade_no,0.06,0.95,0.04667500000000004
KXBTC-26AUG0303-B62750,KXBTC,lotto_yes,0.06,0.06,-0.063948
KXBTC-26AUG0303-B62550,KXBTC,fade_no,0.07,0.98,-0.981372
KXBTC-26AUG0303-B62550,KXBTC,lotto_yes,0.07,0.07,0.9254429999999999
KXBTC-26AUG0302-B63050,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0302-B63050,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0302-B62950,KXBTC,fade_no,0.11,0.91,0.08426699999999997
KXBTC-26AUG0302-B62950,KXBTC,lotto_yes,0.11,0.11,-0.116853
KXBTC-26AUG0302-B62550,KXBTC,fade_no,0.09,0.94,0.056052000000000046
KXBTC-26AUG0302-B62550,KXBTC,lotto_yes,0.09,0.09,-0.095733
KXBTC-26AUG0302-B62450,KXBTC,fade_no,0.04,0.98,0.018628000000000016
KXBTC-26AUG0302-B62450,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0301-B63050,KXBTC,fade_no,0.11,0.92,0.07484799999999996
KXBTC-26AUG0301-B63050,KXBTC,lotto_yes,0.11,0.11,-0.116853
KXBTC-26AUG0301-B62750,KXBTC,fade_no,0.18,0.85,-0.8589249999999999
KXBTC-26AUG0301-B62750,KXBTC,lotto_yes,0.18,0.18,0.809668
KXBTC-26AUG0301-B62550,KXBTC,fade_no,0.03,0.98,0.018628000000000016
KXBTC-26AUG0301-B62550,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0317-B64875,KXBTC,fade_no,0.04,0.99,0.009307000000000008
KXBTC-26AUG0317-B64875,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0317-B64625,KXBTC,fade_no,0.04,0.99,0.009307000000000008
KXBTC-26AUG0317-B64625,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0317-B64125,KXBTC,fade_no,0.06,0.98,0.018628000000000016
KXBTC-26AUG0317-B64125,KXBTC,lotto_yes,0.06,0.06,-0.063948
KXBTC-26AUG0317-B63875,KXBTC,fav_yes,0.92,0.92,-0.9251520000000001
KXBTC-26AUG0317-B63625,KXBTC,fade_no,0.05,0.96,-0.962688
KXBTC-26AUG0317-B63625,KXBTC,lotto_yes,0.05,0.05,0.9466749999999999
KXBTC-26AUG0317-B63375,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0317-B63375,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0317-B62875,KXBTC,fade_no,0.03,0.98,0.018628000000000016
KXBTC-26AUG0317-B62875,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0317-B62625,KXBTC,fade_no,0.19,0.99,0.009307000000000008
KXBTC-26AUG0317-B62625,KXBTC,lotto_yes,0.19,0.19,-0.200773
KXBTC-26AUG0300-B63350,KXBTC,fade_no,0.03,0.98,0.018628000000000016
KXBTC-26AUG0300-B63350,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0300-B63250,KXBTC,fade_no,0.1,0.94,0.056052000000000046
KXBTC-26AUG0300-B63250,KXBTC,lotto_yes,0.1,0.1,-0.1063
KXBTC-26AUG0300-B63150,KXBTC,fade_no,0.04,0.98,0.018628000000000016
KXBTC-26AUG0300-B63150,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0300-B62850,KXBTC,fade_no,0.08,0.9299999999999999,-0.934557
KXBTC-26AUG0300-B62850,KXBTC,lotto_yes,0.08,0.08,0.914848
KXBTC-26AUG0223-B62950,KXBTC,fade_no,0.07,0.94,0.056052000000000046
KXBTC-26AUG0223-B62950,KXBTC,lotto_yes,0.07,0.07,-0.07455700000000001
KXBTC-26AUG0222-B63550,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0222-B63550,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0222-B63450,KXBTC,fade_no,0.04,0.98,0.018628000000000016
KXBTC-26AUG0222-B63450,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0222-B63350,KXBTC,fade_no,0.11,0.9299999999999999,0.06544300000000006
KXBTC-26AUG0222-B63350,KXBTC,lotto_yes,0.11,0.11,-0.116853
KXBTC-26AUG0221-B63450,KXBTC,fade_no,0.06,0.97,0.027963000000000026
KXBTC-26AUG0221-B63450,KXBTC,lotto_yes,0.06,0.06,-0.063948
KXBTC-26AUG0220-B63650,KXBTC,fade_no,0.1,0.94,0.056052000000000046
KXBTC-26AUG0220-B63650,KXBTC,lotto_yes,0.1,0.1,-0.1063
KXBTC-26AUG0220-B63350,KXBTC,fade_no,0.18,0.84,0.15059200000000003
KXBTC-26AUG0220-B63350,KXBTC,lotto_yes,0.18,0.18,-0.190332
KXBTC-26AUG0220-B63250,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0220-B63250,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0220-B63150,KXBTC,fade_no,0.07,0.97,0.027963000000000026
KXBTC-26AUG0220-B63150,KXBTC,lotto_yes,0.07,0.07,-0.07455700000000001
KXBTC-26AUG0220-B63050,KXBTC,fade_no,0.05,0.98,0.018628000000000016
KXBTC-26AUG0220-B63050,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXBTC-26AUG0219-B64050,KXBTC,fade_no,0.05,0.98,0.018628000000000016
KXBTC-26AUG0219-B64050,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXBTC-26AUG0219-B63750,KXBTC,fade_no,0.03,0.98,0.018628000000000016
KXBTC-26AUG0219-B63750,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0219-B63650,KXBTC,fade_no,0.07,0.97,0.027963000000000026
KXBTC-26AUG0219-B63650,KXBTC,lotto_yes,0.07,0.07,-0.07455700000000001
KXBTC-26AUG0218-B63750,KXBTC,fade_no,0.06,0.98,0.018628000000000016
KXBTC-26AUG0218-B63750,KXBTC,lotto_yes,0.06,0.06,-0.063948
KXBTC-26AUG0218-B63650,KXBTC,fade_no,0.12,0.9299999999999999,0.06544300000000006
KXBTC-26AUG0218-B63650,KXBTC,lotto_yes,0.12,0.12,-0.127392
KXBTC-26AUG0218-B63450,KXBTC,fade_no,0.1,0.94,0.056052000000000046
KXBTC-26AUG0218-B63450,KXBTC,lotto_yes,0.1,0.1,-0.1063
KXBTC-26AUG0218-B63350,KXBTC,fade_no,0.04,0.98,0.018628000000000016
KXBTC-26AUG0218-B63350,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0216-B63550,KXBTC,fade_no,0.04,0.99,0.009307000000000008
KXBTC-26AUG0216-B63550,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0216-B63450,KXBTC,fade_no,0.09,0.95,0.04667500000000004
KXBTC-26AUG0216-B63450,KXBTC,lotto_yes,0.09,0.09,-0.095733
KXBTC-26AUG0216-B63150,KXBTC,fade_no,0.11,0.9299999999999999,0.06544300000000006
KXBTC-26AUG0216-B63150,KXBTC,lotto_yes,0.11,0.11,-0.116853
KXBTC-26AUG0216-B63050,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0216-B63050,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0215-B63450,KXBTC,fade_no,0.04,0.98,0.018628000000000016
KXBTC-26AUG0215-B63450,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0215-B63250,KXBTC,fade_no,0.11,0.9299999999999999,0.06544300000000006
KXBTC-26AUG0215-B63250,KXBTC,lotto_yes,0.11,0.11,-0.116853
KXBTC-26AUG0215-B63050,KXBTC,fade_no,0.04,0.99,0.009307000000000008
KXBTC-26AUG0215-B63050,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0214-B63350,KXBTC,fade_no,0.03,0.98,0.018628000000000016
KXBTC-26AUG0214-B63350,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0214-B63150,KXBTC,fade_no,0.12,0.92,0.07484799999999996
KXBTC-26AUG0214-B63150,KXBTC,lotto_yes,0.12,0.12,-0.127392
KXBTC-26AUG0214-B62950,KXBTC,fade_no,0.08,0.94,0.056052000000000046
KXBTC-26AUG0214-B62950,KXBTC,lotto_yes,0.08,0.08,-0.085152
KXBTC-26AUG0213-B63050,KXBTC,fade_no,0.08,0.96,0.03731200000000003
KXBTC-26AUG0213-B63050,KXBTC,lotto_yes,0.08,0.08,-0.085152
KXBTC-26AUG0213-B62950,KXBTC,fade_no,0.14,0.89,0.10314699999999999
KXBTC-26AUG0213-B62950,KXBTC,lotto_yes,0.14,0.14,-0.148428
KXBTC-26AUG0211-B63250,KXBTC,fade_no,0.06,0.97,0.027963000000000026
KXBTC-26AUG0211-B63250,KXBTC,lotto_yes,0.06,0.06,-0.063948
KXBTC-26AUG0211-B62850,KXBTC,fade_no,0.06,0.97,0.027963000000000026
KXBTC-26AUG0211-B62850,KXBTC,lotto_yes,0.06,0.06,-0.063948
KXBTC-26AUG0210-B63350,KXBTC,fade_no,0.04,0.99,0.009307000000000008
KXBTC-26AUG0210-B63350,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0210-B63250,KXBTC,fade_no,0.05,0.98,0.018628000000000016
KXBTC-26AUG0210-B63250,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXBTC-26AUG0210-B63150,KXBTC,fade_no,0.15,0.87,0.122083
KXBTC-26AUG0210-B63150,KXBTC,lotto_yes,0.15,0.15,-0.15892499999999998
KXBTC-26AUG0209-B63250,KXBTC,fade_no,0.17,0.85,0.141075
KXBTC-26AUG0209-B63250,KXBTC,lotto_yes,0.17,0.17,-0.179877
KXBTC-26AUG0209-B62950,KXBTC,fade_no,0.1,0.94,0.056052000000000046
KXBTC-26AUG0209-B62950,KXBTC,lotto_yes,0.1,0.1,-0.1063
KXBTC-26AUG0209-B62850,KXBTC,fade_no,0.04,0.99,0.009307000000000008
KXBTC-26AUG0209-B62850,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0208-B63250,KXBTC,fade_no,0.14,0.89,0.10314699999999999
KXBTC-26AUG0208-B63250,KXBTC,lotto_yes,0.14,0.14,-0.148428
KXBTC-26AUG0208-B63150,KXBTC,fade_no,0.18,0.84,0.15059200000000003
KXBTC-26AUG0208-B63150,KXBTC,lotto_yes,0.18,0.18,-0.190332
KXBTC-26AUG0208-B62850,KXBTC,fade_no,0.05,0.99,0.009307000000000008
KXBTC-26AUG0208-B62850,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXBTC-26AUG0207-B63350,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0207-B63350,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0207-B63250,KXBTC,fade_no,0.09,0.9299999999999999,0.06544300000000006
KXBTC-26AUG0207-B63250,KXBTC,lotto_yes,0.09,0.09,-0.095733
KXBTC-26AUG0207-B63050,KXBTC,fade_no,0.12,0.92,0.07484799999999996
KXBTC-26AUG0207-B63050,KXBTC,lotto_yes,0.12,0.12,-0.127392
KXBTC-26AUG0206-B63050,KXBTC,fade_no,0.04,0.98,0.018628000000000016
KXBTC-26AUG0206-B63050,KXBTC,lotto_yes,0.04,0.04,-0.042688000000000004
KXBTC-26AUG0206-B62950,KXBTC,fade_no,0.05,0.99,0.009307000000000008
KXBTC-26AUG0206-B62950,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXBTC-26AUG0206-B62850,KXBTC,fade_no,0.03,0.98,0.018628000000000016
KXBTC-26AUG0206-B62850,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0205-B63650,KXBTC,fade_no,0.05,0.99,0.009307000000000008
KXBTC-26AUG0205-B63650,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXBTC-26AUG0205-B63550,KXBTC,fade_no,0.03,0.99,0.009307000000000008
KXBTC-26AUG0205-B63550,KXBTC,lotto_yes,0.03,0.03,-0.032036999999999996
KXBTC-26AUG0205-B63450,KXBTC,fade_no,0.05,0.98,0.018628000000000016
KXBTC-26AUG0205-B63450,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXBTC-26AUG0205-B63350,KXBTC,fade_no,0.05,0.98,0.018628000000000016
KXBTC-26AUG0205-B63350,KXBTC,lotto_yes,0.05,0.05,-0.053325000000000004
KXETHD-26AUG0320-T1859.99,KXETHD,fade_no,0.1,0.91,0.08426699999999997
KXETHD-26AUG0320-T1859.99,KXETHD,lotto_yes,0.1,0.1,-0.1063
KXETHD-26AUG0320-T1854.99,KXETHD,fav_yes,0.83,0.83,0.16012300000000004
KXETHD-26AUG0319-T1869.99,KXETHD,fade_no,0.06,0.95,0.04667500000000004
KXETHD-26AUG0319-T1869.99,KXETHD,lotto_yes,0.06,0.06,-0.063948
KXETHD-26AUG0319-T1859.99,KXETHD,fade_no,0.06,0.95,0.04667500000000004
KXETHD-26AUG0319-T1859.99,KXETHD,lotto_yes,0.06,0.06,-0.063948
KXETHD-26AUG0318-T1869.99,KXETHD,fade_no,0.13,0.89,0.10314699999999999
KXETHD-26AUG0318-T1869.99,KXETHD,lotto_yes,0.13,0.13,-0.137917
KXETHD-26AUG0318-T1864.99,KXETHD,fav_yes,0.8,0.8,-0.8112
KXETHD-26AUG0316-T1879.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0316-T1879.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0316-T1874.99,KXETHD,fade_no,0.09,0.92,0.07484799999999996
KXETHD-26AUG0316-T1874.99,KXETHD,lotto_yes,0.09,0.09,-0.095733
KXETHD-26AUG0316-T1864.99,KXETHD,fav_yes,0.96,0.96,0.03731200000000003
KXETHD-26AUG0315-T1879.99,KXETHD,fade_no,0.08,0.9299999999999999,0.06544300000000006
KXETHD-26AUG0315-T1879.99,KXETHD,lotto_yes,0.08,0.08,-0.085152
KXETHD-26AUG0315-T1869.99,KXETHD,fade_no,0.19,0.83,0.16012300000000004
KXETHD-26AUG0315-T1869.99,KXETHD,lotto_yes,0.19,0.19,-0.200773
KXETHD-26AUG0315-T1859.99,KXETHD,fav_yes,0.97,0.97,0.027963000000000026
KXETHD-26AUG0314-T1879.99,KXETHD,fade_no,0.04,0.98,0.018628000000000016
KXETHD-26AUG0314-T1879.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0314-T1874.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0314-T1874.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0314-T1854.99,KXETHD,fav_yes,0.97,0.97,0.027963000000000026
KXETHD-26AUG0313-T1879.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0313-T1879.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0313-T1869.99,KXETHD,fade_no,0.06,0.95,0.04667500000000004
KXETHD-26AUG0313-T1869.99,KXETHD,lotto_yes,0.06,0.06,-0.063948
KXETHD-26AUG0313-T1859.99,KXETHD,fav_yes,0.86,0.86,0.13157200000000002
KXETHD-26AUG0312-T1869.99,KXETHD,fade_no,0.06,0.95,0.04667500000000004
KXETHD-26AUG0312-T1869.99,KXETHD,lotto_yes,0.06,0.06,-0.063948
KXETHD-26AUG0312-T1854.99,KXETHD,fav_yes,0.96,0.96,0.03731200000000003
KXETHD-26AUG0312-T1849.99,KXETHD,fav_yes,0.96,0.96,0.03731200000000003
KXETHD-26AUG0311-T1874.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0311-T1874.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0311-T1869.99,KXETHD,fade_no,0.17,0.86,-0.868428
KXETHD-26AUG0311-T1869.99,KXETHD,lotto_yes,0.17,0.17,0.8201229999999999
KXETHD-26AUG0311-T1854.99,KXETHD,fav_yes,0.94,0.94,0.056052000000000046
KXETHD-26AUG0311-T1839.99,KXETHD,fav_yes,0.88,0.88,0.112608
KXETHD-26AUG0310-T1859.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0310-T1859.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0310-T1854.99,KXETHD,fade_no,0.08,0.9299999999999999,-0.934557
KXETHD-26AUG0310-T1854.99,KXETHD,lotto_yes,0.08,0.08,0.914848
KXETHD-26AUG0310-T1839.99,KXETHD,fav_yes,0.9,0.9,0.09369999999999998
KXETHD-26AUG0310-T1834.99,KXETHD,fav_yes,0.97,0.97,0.027963000000000026
KXETHD-26AUG0309-T1849.99,KXETHD,fade_no,0.05,0.96,0.03731200000000003
KXETHD-26AUG0309-T1849.99,KXETHD,lotto_yes,0.05,0.05,-0.053325000000000004
KXETHD-26AUG0309-T1844.99,KXETHD,fade_no,0.13,0.88,0.112608
KXETHD-26AUG0309-T1844.99,KXETHD,lotto_yes,0.13,0.13,-0.137917
KXETHD-26AUG0308-T1849.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0308-T1849.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0308-T1844.99,KXETHD,fade_no,0.2,0.8200000000000001,0.16966799999999993
KXETHD-26AUG0308-T1844.99,KXETHD,lotto_yes,0.2,0.2,-0.2112
KXETHD-26AUG0308-T1839.99,KXETHD,fav_yes,0.81,0.81,-0.8207730000000001
KXETHD-26AUG0307-T1854.99,KXETHD,fade_no,0.12,0.9,0.09369999999999998
KXETHD-26AUG0307-T1854.99,KXETHD,lotto_yes,0.12,0.12,-0.127392
KXETHD-26AUG0307-T1849.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0307-T1849.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0306-T1839.99,KXETHD,fav_yes,0.91,0.91,0.08426699999999997
KXETHD-26AUG0305-T1849.99,KXETHD,fade_no,0.05,0.97,0.027963000000000026
KXETHD-26AUG0305-T1849.99,KXETHD,lotto_yes,0.05,0.05,-0.053325000000000004
KXETHD-26AUG0305-T1839.99,KXETHD,fade_no,0.07,0.94,0.056052000000000046
KXETHD-26AUG0305-T1839.99,KXETHD,lotto_yes,0.07,0.07,-0.07455700000000001
KXETHD-26AUG0305-T1829.99,KXETHD,fav_yes,0.9,0.9,0.09369999999999998
KXETHD-26AUG0304-T1854.99,KXETHD,fade_no,0.03,0.98,0.018628000000000016
KXETHD-26AUG0304-T1854.99,KXETHD,lotto_yes,0.03,0.03,-0.032036999999999996
KXETHD-26AUG0304-T1844.99,KXETHD,fade_no,0.16,0.87,0.122083
KXETHD-26AUG0304-T1844.99,KXETHD,lotto_yes,0.16,0.16,-0.169408
KXETHD-26AUG0303-T1864.99,KXETHD,fade_no,0.05,0.97,0.027963000000000026
KXETHD-26AUG0303-T1864.99,KXETHD,lotto_yes,0.05,0.05,-0.053325000000000004
KXETHD-26AUG0303-T1854.99,KXETHD,fade_no,0.05,0.96,0.03731200000000003
KXETHD-26AUG0303-T1854.99,KXETHD,lotto_yes,0.05,0.05,-0.053325000000000004
KXETHD-26AUG0302-T1859.99,KXETHD,fade_no,0.06,0.96,0.03731200000000003
KXETHD-26AUG0302-T1859.99,KXETHD,lotto_yes,0.06,0.06,-0.063948
KXETHD-26AUG0301-T1869.99,KXETHD,fade_no,0.03,0.99,0.009307000000000008
KXETHD-26AUG0301-T1869.99,KXETHD,lotto_yes,0.03,0.03,-0.032036999999999996
KXETHD-26AUG0301-T1854.99,KXETHD,fav_yes,0.96,0.96,-0.962688
KXETHD-26AUG0300-T1874.99,KXETHD,fade_no,0.03,0.99,0.009307000000000008
KXETHD-26AUG0300-T1874.99,KXETHD,lotto_yes,0.03,0.03,-0.032036999999999996
KXETHD-26AUG0300-T1864.99,KXETHD,fade_no,0.03,0.98,0.018628000000000016
KXETHD-26AUG0300-T1864.99,KXETHD,lotto_yes,0.03,0.03,-0.032036999999999996
KXETHD-26AUG0300-T1854.99,KXETHD,fav_yes,0.97,0.97,0.027963000000000026
KXETHD-26AUG0223-T1879.99,KXETHD,fade_no,0.03,0.99,0.009307000000000008
KXETHD-26AUG0223-T1879.99,KXETHD,lotto_yes,0.03,0.03,-0.032036999999999996
KXETHD-26AUG0223-T1874.99,KXETHD,fade_no,0.1,0.92,0.07484799999999996
KXETHD-26AUG0223-T1874.99,KXETHD,lotto_yes,0.1,0.1,-0.1063
KXETHD-26AUG0223-T1869.99,KXETHD,fade_no,0.09,0.92,0.07484799999999996
KXETHD-26AUG0223-T1869.99,KXETHD,lotto_yes,0.09,0.09,-0.095733
KXETHD-26AUG0223-T1859.99,KXETHD,fav_yes,0.97,0.97,0.027963000000000026
KXETHD-26AUG0222-T1884.99,KXETHD,fade_no,0.03,0.98,0.018628000000000016
KXETHD-26AUG0222-T1884.99,KXETHD,lotto_yes,0.03,0.03,-0.032036999999999996
KXETHD-26AUG0222-T1859.99,KXETHD,fav_yes,0.93,0.93,0.06544299999999996
KXETHD-26AUG0221-T1889.99,KXETHD,fade_no,0.04,0.97,0.027963000000000026
KXETHD-26AUG0221-T1889.99,KXETHD,lotto_yes,0.04,0.04,-0.042688000000000004
KXETHD-26AUG0221-T1879.99,KXETHD,fade_no,0.03,0.98,0.018628000000000016
KXETHD-26AUG0221-T1879.99,KXETHD,lotto_yes,0.03,0.03,-0.032036999999999996
KXETHD-26AUG0221-T1869.99,KXETHD,fav_yes,0.81,0.81,0.17922699999999994
KXSOLD-26AUG0320-T73.2499,KXSOLD,fav_yes,0.97,0.97,0.027963000000000026
KXSOLD-26AUG0319-T73.9999,KXSOLD,fade_no,0.03,0.99,0.009307000000000008
KXSOLD-26AUG0319-T73.9999,KXSOLD,lotto_yes,0.03,0.03,-0.032036999999999996
KXSOLD-26AUG0319-T73.4999,KXSOLD,fade_no,0.12,0.89,0.10314699999999999
KXSOLD-26AUG0319-T73.4999,KXSOLD,lotto_yes,0.12,0.12,-0.127392
KXSOLD-26AUG0319-T73.2499,KXSOLD,fav_yes,0.9,0.9,0.09369999999999998
KXSOLD-26AUG0318-T73.9999,KXSOLD,fade_no,0.03,0.98,0.018628000000000016
KXSOLD-26AUG0318-T73.9999,KXSOLD,lotto_yes,0.03,0.03,-0.032036999999999996
KXSOLD-26AUG0316-T74.4999,KXSOLD,fade_no,0.03,0.99,0.009307000000000008
KXSOLD-26AUG0316-T74.4999,KXSOLD,lotto_yes,0.03,0.03,-0.032036999999999996
KXSOLD-26AUG0316-T74.2499,KXSOLD,fade_no,0.05,0.97,0.027963000000000026
KXSOLD-26AUG0316-T74.2499,KXSOLD,lotto_yes,0.05,0.05,-0.053325000000000004
KXSOLD-26AUG0316-T73.7499,KXSOLD,fav_yes,0.97,0.97,0.027963000000000026
KXSOLD-26AUG0315-T73.7499,KXSOLD,fav_yes,0.89,0.89,0.10314699999999999
KXSOLD-26AUG0315-T73.4999,KXSOLD,fav_yes,0.96,0.96,0.03731200000000003
KXSOLD-26AUG0314-T73.9999,KXSOLD,fade_no,0.06,0.95,0.04667500000000004
KXSOLD-26AUG0314-T73.9999,KXSOLD,lotto_yes,0.06,0.06,-0.063948
KXSOLD-26AUG0314-T73.4999,KXSOLD,fav_yes,0.81,0.81,0.17922699999999994
KXSOLD-26AUG0314-T73.2499,KXSOLD,fav_yes,0.97,0.97,0.027963000000000026
KXSOLD-26AUG0313-T73.9999,KXSOLD,fade_no,0.07,0.96,0.03731200000000003
KXSOLD-26AUG0313-T73.9999,KXSOLD,lotto_yes,0.07,0.07,-0.07455700000000001
KXSOLD-26AUG0313-T73.4999,KXSOLD,fade_no,0.06,0.95,0.04667500000000004
KXSOLD-26AUG0313-T73.4999,KXSOLD,lotto_yes,0.06,0.06,-0.063948
KXSOLD-26AUG0312-T73.9999,KXSOLD,fade_no,0.09,0.92,0.07484799999999996
KXSOLD-26AUG0312-T73.9999,KXSOLD,lotto_yes,0.09,0.09,-0.095733
KXSOLD-26AUG0312-T73.2499,KXSOLD,fav_yes,0.94,0.94,0.056052000000000046
KXSOLD-26AUG0312-T72.9999,KXSOLD,fav_yes,0.96,0.96,0.03731200000000003
KXSOLD-26AUG0311-T74.2499,KXSOLD,fade_no,0.03,0.99,0.009307000000000008
KXSOLD-26AUG0311-T74.2499,KXSOLD,lotto_yes,0.03,0.03,-0.032036999999999996
KXSOLD-26AUG0311-T73.9999,KXSOLD,fade_no,0.03,0.99,0.009307000000000008
KXSOLD-26AUG0311-T73.9999,KXSOLD,lotto_yes,0.03,0.03,-0.032036999999999996
KXSOLD-26AUG0311-T73.7499,KXSOLD,fade_no,0.05,0.97,0.027963000000000026
KXSOLD-26AUG0311-T73.7499,KXSOLD,lotto_yes,0.05,0.05,-0.053325000000000004
KXSOLD-26AUG0311-T73.2499,KXSOLD,fav_yes,0.9,0.9,0.09369999999999998
KXSOLD-26AUG0311-T72.4999,KXSOLD,fav_yes,0.94,0.94,0.056052000000000046
KXSOLD-26AUG0310-T73.2499,KXSOLD,fade_no,0.03,0.99,0.009307000000000008
KXSOLD-26AUG0310-T73.2499,KXSOLD,lotto_yes,0.03,0.03,-0.032036999999999996
KXSOLD-26AUG0310-T72.9999,KXSOLD,fade_no,0.08,0.9299999999999999,-0.934557
KXSOLD-26AUG0310-T72.9999,KXSOLD,lotto_yes,0.08,0.08,0.914848
KXSOLD-26AUG0310-T72.4999,KXSOLD,fav_yes,0.82,0.82,0.16966800000000004
KXSOLD-26AUG0309-T72.4999,KXSOLD,fade_no,0.2,0.8200000000000001,0.16966799999999993
KXSOLD-26AUG0309-T72.4999,KXSOLD,lotto_yes,0.2,0.2,-0.2112
KXSOLD-26AUG0309-T72.2499,KXSOLD,fav_yes,0.92,0.92,0.07484799999999996
KXSOLD-26AUG0308-T72.7499,KXSOLD,fade_no,0.03,0.98,0.018628000000000016
KXSOLD-26AUG0308-T72.7499,KXSOLD,lotto_yes,0.03,0.03,-0.032036999999999996
KXSOLD-26AUG0307-T72.7499,KXSOLD,fade_no,0.05,0.97,0.027963000000000026
KXSOLD-26AUG0307-T72.7499,KXSOLD,lotto_yes,0.05,0.05,-0.053325000000000004
KXSOLD-26AUG0307-T72.4999,KXSOLD,fav_yes,0.83,0.83,0.16012300000000004
KXSOLD-26AUG0306-T72.2499,KXSOLD,fav_yes,0.96,0.96,0.03731200000000003
